course_id,student_id,score,group_no,dept_no
A0000008,2021A0000018,79,10,A
A0000008,2021A0000024,70,10,A
A0000008,2021A0000025,67,10,A
A0000008,2021A0000026,64,10,A
A0000008,2021A0000027,61,10,A
A0000008,2021A0000028,99,10,A
A0000008,2021A0000034,90,10,A
A0000008,2021A0000035,87,10,A
A0000008,2021A0000036,84,10,A
A0000008,2021A0000037,81,10,A
A0000008,2021A0000038,78,10,A
A0000008,2021A0000044,69,10,A
A0000008,2021A0000045,66,10,A
A0000008,2021A0000046,63,10,A
A0000008,2021A0000047,60,10,A
A0000008,2021A0000048,98,10,A
A0000009,2021A0000005,76,10,A
A0000009,2021A0000006,73,10,A
A0000009,2021A0000007,70,10,A
A0000009,2021A0000008,67,10,A
A0000009,2021A0000009,64,10,A
A0000009,2021A0000015,96,10,A
A0000009,2021A0000016,93,10,A
A0000009,2021A0000017,90,10,A
A0000009,2021A0000018,87,10,A
A0000009,2021A0000019,84,10,A
A0000009,2021A0000025,75,10,A
A0000009,2021A0000026,72,10,A
A0000009,2021A0000027,69,10,A
A0000009,2021A0000028,66,10,A
A0000009,2021A0000029,63,10,A
A0000009,2021A0000035,95,10,A
A0000009,2021A0000036,92,10,A
A0000009,2021A0000037,89,10,A
A0000009,2021A0000038,86,10,A
A0000009,2021A0000039,83,10,A
A0000009,2021A0000045,74,10,A
A0000009,2021A0000046,71,10,A
A0000009,2021A0000047,68,10,A
A0000009,2021A0000048,65,10,A
A0000009,2021A0000049,62,10,A
A0000010,2021A0000006,81,10,A
A0000010,2021A0000007,78,10,A
A0000010,2021A0000008,75,10,A
A0000010,2021A0000009,72,10,A
A0000010,2021A0000010,69,10,A
A0000010,2021A0000016,60,10,A
A0000010,2021A0000017,98,10,A
A0000010,2021A0000018,95,10,A
A0000010,2021A0000019,92,10,A
A0000010,2021A0000020,89,10,A
A0000010,2021A0000026,80,10,A
A0000010,2021A0000027,77,10,A
A0000010,2021A0000028,74,10,A
A0000010,2021A0000029,71,10,A
A0000010,2021A0000030,68,10,A
A0000010,2021A0000036,100,10,A
A0000010,2021A0000037,97,10,A
A0000010,2021A0000038,94,10,A
A0000010,2021A0000039,91,10,A
A0000010,2021A0000040,88,10,A
A0000010,2021A0000046,79,10,A
A0000010,2021A0000047,76,10,A
A0000010,2021A0000048,73,10,A
A0000010,2021A0000049,70,10,A
A0000010,2021A0000050,67,10,A
A0001,A2023001,76,3,A
A0001,A2023003,85,3,A
A0001,A2023004,68,3,A
A0001,A2023006,84,3,A
A0001,A2023008,85,3,A
A0001,A2023009,92,3,A
A0001,A2023010,78,3,A
A0001,A2023011,84,3,A
A0001,A2023012,71,3,A
A0001,A2023017,72,3,A
A0001,A2023018,76,3,A
A0001,A2023023,95,3,A
A0001,A2023026,74,3,A
A0001,A2023029,84,3,A
A0001,A2023032,71,3,A
A0001,A2023033,83,3,A
A0001,A2023034,70,3,A
A0001,A2023039,95,3,A
A0001,A2023040,63,3,A
A0001,A2023041,75,3,A
A0001,A2023042,73,3,A
A0001,A2023046,78,3,A
A0001,A2023048,82,3,A
A0002,A2023001,78,3,A
A0002,A2023002,86,3,A
A0002,A2023003,83,3,A
A0002,A2023007,82,3,A
A0002,A2023008,100,3,A
A0002,A2023010,87,3,A
A0002,A2023012,72,3,A
A0002,A2023013,77,3,A
A0002,A2023014,77,3,A
A0002,A2023015,79,3,A
A0002,A2023019,60,3,A
A0002,A2023020,73,3,A
A0002,A2023022,100,3,A
A0002,A2023023,76,3,A
A0002,A2023024,61,3,A
A0002,A2023025,72,3,A
A0002,A2023027,80,3,A
A0002,A2023028,83,3,A
A0002,A2023029,80,3,A
A0002,A2023030,80,3,A
A0002,A2023031,60,3,A
A0002,A2023033,76,3,A
A0002,A2023035,82,3,A
A0002,A2023036,76,3,A
A0002,A2023037,73,3,A
A0002,A2023039,67,3,A
A0002,A2023040,100,3,A
A0002,A2023042,82,3,A
A0002,A2023043,91,3,A
A0002,A2023046,93,3,A
A0002,A2023048,100,3,A
A0002,A2023049,100,3,A
A0002,A2023050,60,3,A
A0003,A2023002,82,3,A
A0003,A2023006,81,3,A
A0003,A2023007,73,3,A
A0003,A2023008,92,3,A
A0003,A2023014,72,3,A
A0003,A2023015,88,3,A
A0003,A2023016,87,3,A
A0003,A2023018,84,3,A
A0003,A2023020,91,3,A
A0003,A2023021,73,3,A
A0003,A2023024,87,3,A
A0003,A2023031,89,3,A
A0003,A2023032,84,3,A
A0003,A2023033,63,3,A
A0003,A2023036,100,3,A
A0003,A2023042,77,3,A
A0003,A2023043,81,3,A
A0003,A2023044,83,3,A
A0003,A2023050,64,3,A
A0004,A2023002,80,3,A
A0004,A2023004,86,3,A
A0004,A2023005,77,3,A
A0004,A2023006,82,3,A
A0004,A2023009,63,3,A
A0004,A2023011,83,3,A
A0004,A2023012,72,3,A
A0004,A2023013,75,3,A
A0004,A2023016,67,3,A
A0004,A2023017,74,3,A
A0004,A2023018,66,3,A
A0004,A2023019,85,3,A
A0004,A2023021,74,3,A
A0004,A2023025,79,3,A
A0004,A2023028,70,3,A
A0004,A2023031,83,3,A
A0004,A2023034,77,3,A
A0004,A2023038,73,3,A
A0004,A2023040,80,3,A
A0004,A2023041,84,3,A
A0004,A2023042,90,3,A
A0004,A2023043,83,3,A
A0004,A2023044,78,3,A
A0004,A2023045,66,3,A
A0004,A2023046,82,3,A
A0004,A2023047,93,3,A
A0004,A2023048,84,3,A
A0004,A2023049,93,3,A
A0004,A2023050,60,3,A
A0005,A2023001,83,3,A
A0005,A2023002,81,3,A
A0005,A2023005,79,3,A
A0005,A2023006,86,3,A
A0005,A2023007,70,3,A
A0005,A2023009,86,3,A
A0005,A2023010,80,3,A
A0005,A2023011,74,3,A
A0005,A2023012,69,3,A
A0005,A2023013,70,3,A
A0005,A2023015,80,3,A
A0005,A2023021,78,3,A
A0005,A2023025,76,3,A
A0005,A2023026,81,3,A
A0005,A2023027,92,3,A
A0005,A2023028,82,3,A
A0005,A2023029,90,3,A
A0005,A2023030,75,3,A
A0005,A2023032,86,3,A
A0005,A2023034,82,3,A
A0005,A2023035,78,3,A
A0005,A2023036,74,3,A
A0005,A2023037,97,3,A
A0005,A2023038,71,3,A
A0005,A2023040,72,3,A
A0005,A2023044,73,3,A
A0006,A2023004,84,3,A
A0006,A2023006,84,3,A
A0006,A2023007,71,3,A
A0006,A2023009,83,3,A
A0006,A2023011,85,3,A
A0006,A2023013,60,3,A
A0006,A2023014,67,3,A
A0006,A2023015,80,3,A
A0006,A2023017,93,3,A
A0006,A2023018,92,3,A
A0006,A2023019,83,3,A
A0006,A2023021,65,3,A
A0006,A2023022,78,3,A
A0006,A2023024,85,3,A
A0006,A2023027,66,3,A
A0006,A2023028,82,3,A
A0006,A2023030,92,3,A
A0006,A2023038,75,3,A
A0006,A2023039,60,3,A
A0006,A2023040,69,3,A
A0006,A2023043,65,3,A
A0006,A2023044,83,3,A
A0006,A2023046,88,3,A
A0006,A2023047,70,3,A
A0006,A2023048,81,3,A
A0006,A2023049,75,3,A
A0007,A2023001,74,3,A
A0007,A2023003,60,3,A
A0007,A2023004,65,3,A
A0007,A2023005,67,3,A
A0007,A2023008,67,3,A
A0007,A2023010,63,3,A
A0007,A2023013,85,3,A
A0007,A2023017,79,3,A
A0007,A2023020,95,3,A
A0007,A2023022,65,3,A
A0007,A2023023,81,3,A
A0007,A2023024,93,3,A
A0007,A2023025,78,3,A
A0007,A2023027,77,3,A
A0007,A2023030,79,3,A
A0007,A2023033,82,3,A
A0007,A2023035,81,3,A
A0007,A2023037,100,3,A
A0007,A2023038,78,3,A
A0007,A2023041,61,3,A
A0007,A2023045,84,3,A
A0007,A2023046,74,3,A
A0007,A2023047,74,3,A
A0007,A2023049,74,3,A
A0008,A2023003,62,3,A
A0008,A2023005,75,3,A
A0008,A2023007,75,3,A
A0008,A2023016,81,3,A
A0008,A2023019,71,3,A
A0008,A2023020,77,3,A
A0008,A2023021,80,3,A
A0008,A2023023,64,3,A
A0008,A2023026,98,3,A
A0008,A2023029,78,3,A
A0008,A2023031,72,3,A
A0008,A2023033,68,3,A
A0008,A2023035,88,3,A
A0008,A2023036,84,3,A
A0008,A2023038,80,3,A
A0008,A2023039,98,3,A
A0008,A2023044,69,3,A
A0008,A2023045,70,3,A
A0008,A2023047,87,3,A
A0008,A2023050,85,3,A
A0009,A2023002,75,3,A
A0009,A2023004,71,3,A
A0009,A2023005,86,3,A
A0009,A2023010,72,3,A
A0009,A2023011,100,3,A
A0009,A2023014,89,3,A
A0009,A2023016,77,3,A
A0009,A2023017,97,3,A
A0009,A2023022,80,3,A
A0009,A2023023,91,3,A
A0009,A2023024,83,3,A
A0009,A2023026,71,3,A
A0009,A2023027,86,3,A
A0009,A2023028,89,3,A
A0009,A2023030,99,3,A
A0009,A2023031,79,3,A
A0009,A2023032,80,3,A
A0009,A2023034,72,3,A
A0009,A2023037,77,3,A
A0009,A2023039,76,3,A
A0009,A2023041,82,3,A
A0009,A2023043,99,3,A
A0009,A2023045,60,3,A
A0009,A2023049,64,3,A
A0009,A2023050,82,3,A
A001,2026A0001,72,1,A
A001,2026A0003,71,1,A
A001,2026A0007,73,1,A
A001,2026A0008,66,1,A
A001,2026A0010,60,1,A
A001,2026A0011,96,1,A
A001,2026A0012,98,1,A
A001,2026A0015,67,1,A
A001,2026A0016,86,1,A
A001,2026A0021,83,1,A
A001,2026A0025,70,1,A
A001,2026A0029,64,1,A
A001,2026A0038,66,1,A
A001,2026A0041,77,1,A
A001,2026A0042,66,1,A
A001,2026A0044,71,1,A
A001,2026A0048,94,1,A
A001,2026A0050,75,1,A
A001,A001,,19,A
A001,A002,,19,A
A001,A003,,19,A
A001,A006,,19,A
A001,A008,,19,A
A001,A009,,19,A
A001,A010,,19,A
A001,A014,,19,A
A001,A016,,19,A
A001,A020,,19,A
A001,A023,,19,A
A001,A024,,19,A
A001,A028,,19,A
A001,A033,,19,A
A001,A034,,19,A
A001,A035,,19,A
A001,A038,,19,A
A001,A041,,19,A
A001,A043,,19,A
A001,A044,,19,A
A001,A046,,19,A
A001,A047,,19,A
A001,A050,,19,A
A0010,A2023001,63,3,A
A0010,A2023003,66,3,A
A0010,A2023008,69,3,A
A0010,A2023009,77,3,A
A0010,A2023012,87,3,A
A0010,A2023014,82,3,A
A0010,A2023015,86,3,A
A0010,A2023016,90,3,A
A0010,A2023018,86,3,A
A0010,A2023019,72,3,A
A0010,A2023020,67,3,A
A0010,A2023022,86,3,A
A0010,A2023025,65,3,A
A0010,A2023026,62,3,A
A0010,A2023029,84,3,A
A0010,A2023032,80,3,A
A0010,A2023034,83,3,A
A0010,A2023035,70,3,A
A0010,A2023036,60,3,A
A0010,A2023037,81,3,A
A0010,A2023041,90,3,A
A0010,A2023042,60,3,A
A0010,A2023045,66,3,A
A0010,A2023047,71,3,A
A0010,A2023048,77,3,A
A002,2026A0005,73,1,A
A002,2026A0006,71,1,A
A002,2026A0009,64,1,A
A002,2026A0011,66,1,A
A002,2026A0014,61,1,A
A002,2026A0017,94,1,A
A002,2026A0018,94,1,A
A002,2026A0019,62,1,A
A002,2026A0023,86,1,A
A002,2026A0024,68,1,A
A002,2026A0026,76,1,A
A002,2026A0031,79,1,A
A002,2026A0032,89,1,A
A002,2026A0033,74,1,A
A002,2026A0037,77,1,A
A002,2026A0040,90,1,A
A002,2026A0043,96,1,A
A002,2026A0047,79,1,A
A002,A003,,19,A
A002,A005,,19,A
A002,A006,,19,A
A002,A008,,19,A
A002,A012,,19,A
A002,A013,,19,A
A002,A014,,19,A
A002,A016,,19,A
A002,A018,,19,A
A002,A019,,19,A
A002,A022,,19,A
A002,A025,,19,A
A002,A031,,19,A
A002,A033,,19,A
A002,A035,,19,A
A002,A036,,19,A
A002,A040,,19,A
A002,A042,,19,A
A002,A045,,19,A
A002,A046,,19,A
A002,A047,,19,A
A003,2026A0001,88,1,A
A003,2026A0002,68,1,A
A003,2026A0008,70,1,A
A003,2026A0009,97,1,A
A003,2026A0010,86,1,A
A003,2026A0011,82,1,A
A003,2026A0012,87,1,A
A003,2026A0013,78,1,A
A003,2026A0014,94,1,A
A003,2026A0019,95,1,A
A003,2026A0021,95,1,A
A003,2026A0023,82,1,A
A003,2026A0024,76,1,A
A003,2026A0026,79,1,A
A003,2026A0027,82,1,A
A003,2026A0028,71,1,A
A003,2026A0029,60,1,A
A003,2026A0030,66,1,A
A003,2026A0031,90,1,A
A003,2026A0032,64,1,A
A003,2026A0033,87,1,A
A003,2026A0035,69,1,A
A003,2026A0036,80,1,A
A003,2026A0037,69,1,A
A003,2026A0039,60,1,A
A003,2026A0040,81,1,A
A003,2026A0044,62,1,A
A003,2026A0046,61,1,A
A003,2026A0047,73,1,A
A003,2026A0049,95,1,A
A003,2026A0050,98,1,A
A003,A002,,19,A
A003,A004,,19,A
A003,A007,,19,A
A003,A009,,19,A
A003,A011,,19,A
A003,A012,,19,A
A003,A013,,19,A
A003,A014,,19,A
A003,A016,,19,A
A003,A017,,19,A
A003,A020,,19,A
A003,A021,,19,A
A003,A022,,19,A
A003,A023,,19,A
A003,A025,,19,A
A003,A027,,19,A
A003,A028,,19,A
A003,A029,,19,A
A003,A030,,19,A
A003,A031,,19,A
A003,A032,,19,A
A003,A036,,19,A
A003,A038,,19,A
A003,A039,,19,A
A003,A040,,19,A
A003,A041,,19,A
A003,A043,,19,A
A003,A044,,19,A
A003,A045,,19,A
A003,A047,,19,A
A004,2026A0001,63,1,A
A004,2026A0002,71,1,A
A004,2026A0004,93,1,A
A004,2026A0006,70,1,A
A004,2026A0007,96,1,A
A004,2026A0011,95,1,A
A004,2026A0013,61,1,A
A004,2026A0014,81,1,A
A004,2026A0015,70,1,A
A004,2026A0016,84,1,A
A004,2026A0017,71,1,A
A004,2026A0021,74,1,A
A004,2026A0022,89,1,A
A004,2026A0023,60,1,A
A004,2026A0025,94,1,A
A004,2026A0030,68,1,A
A004,2026A0032,82,1,A
A004,2026A0035,97,1,A
A004,2026A0038,81,1,A
A004,2026A0039,85,1,A
A004,2026A0041,61,1,A
A004,2026A0043,79,1,A
A004,2026A0045,81,1,A
A004,2026A0049,64,1,A
A004,A001,,19,A
A004,A002,,19,A
A004,A004,,19,A
A004,A005,,19,A
A004,A007,,19,A
A004,A008,,19,A
A004,A012,,19,A
A004,A015,,19,A
A004,A016,,19,A
A004,A017,,19,A
A004,A025,,19,A
A004,A026,,19,A
A004,A028,,19,A
A004,A029,,19,A
A004,A030,,19,A
A004,A031,,19,A
A004,A032,,19,A
A004,A040,,19,A
A004,A041,,19,A
A004,A042,,19,A
A004,A043,,19,A
A004,A045,,19,A
A004,A046,,19,A
A004,A048,,19,A
A004,A049,,19,A
A005,2026A0001,61,1,A
A005,2026A0002,77,1,A
A005,2026A0004,78,1,A
A005,2026A0005,74,1,A
A005,2026A0006,82,1,A
A005,2026A0007,96,1,A
A005,2026A0008,66,1,A
A005,2026A0009,78,1,A
A005,2026A0010,76,1,A
A005,2026A0012,67,1,A
A005,2026A0013,87,1,A
A005,2026A0014,97,1,A
A005,2026A0016,82,1,A
A005,2026A0018,61,1,A
A005,2026A0019,71,1,A
A005,2026A0020,63,1,A
A005,2026A0024,66,1,A
A005,2026A0025,93,1,A
A005,2026A0026,72,1,A
A005,2026A0027,68,1,A
A005,2026A0028,80,1,A
A005,2026A0030,75,1,A
A005,2026A0031,91,1,A
A005,2026A0033,80,1,A
A005,2026A0037,67,1,A
A005,2026A0040,97,1,A
A005,2026A0042,94,1,A
A005,2026A0043,86,1,A
A005,2026A0046,91,1,A
A005,2026A0047,92,1,A
A005,2026A0050,73,1,A
A005,A001,,19,A
A005,A002,,19,A
A005,A003,,19,A
A005,A004,,19,A
A005,A008,,19,A
A005,A009,,19,A
A005,A011,,19,A
A005,A015,,19,A
A005,A017,,19,A
A005,A018,,19,A
A005,A019,,19,A
A005,A021,,19,A
A005,A024,,19,A
A005,A026,,19,A
A005,A028,,19,A
A005,A029,,19,A
A005,A034,,19,A
A005,A037,,19,A
A005,A038,,19,A
A005,A039,,19,A
A005,A041,,19,A
A005,A043,,19,A
A005,A044,,19,A
A005,A046,,19,A
A005,A050,,19,A
A006,2026A0001,90,1,A
A006,2026A0006,82,1,A
A006,2026A0009,77,1,A
A006,2026A0013,82,1,A
A006,2026A0014,80,1,A
A006,2026A0015,62,1,A
A006,2026A0016,68,1,A
A006,2026A0017,61,1,A
A006,2026A0020,60,1,A
A006,2026A0021,77,1,A
A006,2026A0022,95,1,A
A006,2026A0033,92,1,A
A006,2026A0034,85,1,A
A006,2026A0035,84,1,A
A006,2026A0041,73,1,A
A006,2026A0042,60,1,A
A006,2026A0043,70,1,A
A006,2026A0045,80,1,A
A006,2026A0047,77,1,A
A006,2026A0049,71,1,A
A006,2026A0050,89,1,A
A006,A003,,19,A
A006,A005,,19,A
A006,A006,,19,A
A006,A010,,19,A
A006,A013,,19,A
A006,A014,,19,A
A006,A020,,19,A
A006,A021,,19,A
A006,A022,,19,A
A006,A023,,19,A
A006,A024,,19,A
A006,A027,,19,A
A006,A030,,19,A
A006,A032,,19,A
A006,A033,,19,A
A006,A035,,19,A
A006,A036,,19,A
A006,A037,,19,A
A006,A039,,19,A
A006,A044,,19,A
A006,A046,,19,A
A006,A048,,19,A
A006,A050,,19,A
A007,2026A0002,84,1,A
A007,2026A0003,84,1,A
A007,2026A0004,80,1,A
A007,2026A0005,60,1,A
A007,2026A0010,63,1,A
A007,2026A0012,89,1,A
A007,2026A0017,68,1,A
A007,2026A0018,61,1,A
A007,2026A0019,65,1,A
A007,2026A0023,93,1,A
A007,2026A0025,66,1,A
A007,2026A0026,62,1,A
A007,2026A0028,61,1,A
A007,2026A0029,83,1,A
A007,2026A0030,91,1,A
A007,2026A0031,82,1,A
A007,2026A0032,65,1,A
A007,2026A0034,72,1,A
A007,2026A0035,73,1,A
A007,2026A0036,77,1,A
A007,2026A0038,86,1,A
A007,2026A0044,95,1,A
A007,2026A0045,98,1,A
A007,2026A0046,90,1,A
A007,2026A0048,79,1,A
A007,2026A0050,61,1,A
A007,A001,,19,A
A007,A007,,19,A
A007,A009,,19,A
A007,A010,,19,A
A007,A011,,19,A
A007,A015,,19,A
A007,A016,,19,A
A007,A017,,19,A
A007,A018,,19,A
A007,A019,,19,A
A007,A022,,19,A
A007,A025,,19,A
A007,A026,,19,A
A007,A029,,19,A
A007,A032,,19,A
A007,A033,,19,A
A007,A034,,19,A
A007,A036,,19,A
A007,A037,,19,A
A007,A039,,19,A
A007,A042,,19,A
A007,A043,,19,A
A007,A048,,19,A
A007,A049,,19,A
A007,A050,,19,A
A008,2026A0003,82,1,A
A008,2026A0004,89,1,A
A008,2026A0005,77,1,A
A008,2026A0006,61,1,A
A008,2026A0008,63,1,A
A008,2026A0011,80,1,A
A008,2026A0012,73,1,A
A008,2026A0015,68,1,A
A008,2026A0019,97,1,A
A008,2026A0020,75,1,A
A008,2026A0022,79,1,A
A008,2026A0024,94,1,A
A008,2026A0027,72,1,A
A008,2026A0028,93,1,A
A008,2026A0033,70,1,A
A008,2026A0034,71,1,A
A008,2026A0035,86,1,A
A008,2026A0036,67,1,A
A008,2026A0038,81,1,A
A008,2026A0039,81,1,A
A008,2026A0043,65,1,A
A008,2026A0045,82,1,A
A008,2026A0046,62,1,A
A008,2026A0047,85,1,A
A008,2026A0048,90,1,A
A008,A004,,19,A
A008,A005,,19,A
A008,A007,,19,A
A008,A008,,19,A
A008,A010,,19,A
A008,A011,,19,A
A008,A012,,19,A
A008,A013,,19,A
A008,A015,,19,A
A008,A019,,19,A
A008,A020,,19,A
A008,A021,,19,A
A008,A022,,19,A
A008,A027,,19,A
A008,A030,,19,A
A008,A032,,19,A
A008,A033,,19,A
A008,A034,,19,A
A008,A037,,19,A
A008,A038,,19,A
A008,A042,,19,A
A008,A044,,19,A
A008,A045,,19,A
A008,A047,,19,A
A008,A048,,19,A
A008,A049,,19,A
A009,2026A0002,70,1,A
A009,2026A0003,79,1,A
A009,2026A0004,71,1,A
A009,2026A0007,77,1,A
A009,2026A0009,80,1,A
A009,2026A0010,86,1,A
A009,2026A0013,63,1,A
A009,2026A0015,67,1,A
A009,2026A0016,97,1,A
A009,2026A0018,74,1,A
A009,2026A0020,80,1,A
A009,2026A0021,81,1,A
A009,2026A0022,90,1,A
A009,2026A0026,97,1,A
A009,2026A0027,84,1,A
A009,2026A0029,92,1,A
A009,2026A0032,97,1,A
A009,2026A0034,91,1,A
A009,2026A0036,88,1,A
A009,2026A0037,95,1,A
A009,2026A0039,63,1,A
A009,2026A0040,86,1,A
A009,2026A0041,89,1,A
A009,2026A0042,72,1,A
A009,2026A0044,77,1,A
A009,2026A0045,81,1,A
A009,2026A0048,65,1,A
A009,2026A0049,81,1,A
A009,A001,,19,A
A009,A002,,19,A
A009,A003,,19,A
A009,A005,,19,A
A009,A006,,19,A
A009,A010,,19,A
A009,A014,,19,A
A009,A015,,19,A
A009,A018,,19,A
A009,A021,,19,A
A009,A023,,19,A
A009,A024,,19,A
A009,A026,,19,A
A009,A027,,19,A
A009,A028,,19,A
A009,A030,,19,A
A009,A031,,19,A
A009,A034,,19,A
A009,A035,,19,A
A009,A036,,19,A
A009,A037,,19,A
A009,A038,,19,A
A009,A039,,19,A
A009,A040,,19,A
A009,A041,,19,A
A009,A042,,19,A
A009,A047,,19,A
A009,A049,,19,A
A009,A050,,19,A
A01,A001,NUL,4,A
A01,A002,NUL,4,A
A01,A003,NUL,4,A
A01,A004,NUL,4,A
A01,A005,NUL,4,A
A01,A006,NUL,4,A
A01,A007,NUL,4,A
A01,A008,NUL,4,A
A01,A009,NUL,4,A
A01,A010,NUL,4,A
A01,A011,NUL,4,A
A01,A012,NUL,4,A
A01,A013,NUL,4,A
A01,A014,NUL,4,A
A01,A015,NUL,4,A
A01,A016,NUL,4,A
A01,A017,NUL,4,A
A01,A018,NUL,4,A
A01,A019,NUL,4,A
A01,A020,NUL,4,A
A01,A021,NUL,4,A
A01,A022,NUL,4,A
A01,A023,NUL,4,A
A01,A024,NUL,4,A
A01,A025,NUL,4,A
A01,A026,NUL,4,A
A01,A027,NUL,4,A
A01,A028,NUL,4,A
A01,A029,NUL,4,A
A01,A030,NUL,4,A
A01,A031,NUL,4,A
A01,A032,NUL,4,A
A01,A033,NUL,4,A
A01,A034,NUL,4,A
A01,A035,NUL,4,A
A01,A036,NUL,4,A
A01,A037,NUL,4,A
A01,A038,NUL,4,A
A01,A039,NUL,4,A
A01,A040,NUL,4,A
A01,A041,NUL,4,A
A01,A042,NUL,4,A
A01,A043,NUL,4,A
A01,A044,NUL,4,A
A01,A045,NUL,4,A
A01,A046,NUL,4,A
A01,A047,NUL,4,A
A01,A048,NUL,4,A
A01,A049,NUL,4,A
A01,A050,NUL,4,A
A010,2026A0003,71,1,A
A010,2026A0005,66,1,A
A010,2026A0007,95,1,A
A010,2026A0008,87,1,A
A010,2026A0017,94,1,A
A010,2026A0018,77,1,A
A010,2026A0020,90,1,A
A010,2026A0022,97,1,A
A010,2026A0023,62,1,A
A010,2026A0024,61,1,A
A010,2026A0025,92,1,A
A010,2026A0027,60,1,A
A010,2026A0028,70,1,A
A010,2026A0029,83,1,A
A010,2026A0030,80,1,A
A010,2026A0031,67,1,A
A010,2026A0034,80,1,A
A010,2026A0036,76,1,A
A010,2026A0037,78,1,A
A010,2026A0038,95,1,A
A010,2026A0039,71,1,A
A010,2026A0040,90,1,A
A010,2026A0041,80,1,A
A010,2026A0042,69,1,A
A010,2026A0044,86,1,A
A010,2026A0046,68,1,A
A010,2026A0048,92,1,A
A010,2026A0049,83,1,A
A010,A004,,19,A
A010,A006,,19,A
A010,A007,,19,A
A010,A009,,19,A
A010,A011,,19,A
A010,A012,,19,A
A010,A013,,19,A
A010,A017,,19,A
A010,A018,,19,A
A010,A019,,19,A
A010,A020,,19,A
A010,A023,,19,A
A010,A024,,19,A
A010,A025,,19,A
A010,A026,,19,A
A010,A027,,19,A
A010,A029,,19,A
A010,A031,,19,A
A010,A035,,19,A
A010,A040,,19,A
A010,A045,,19,A
A010,A048,,19,A
A010,A049,,19,A
A02,A001,NUL,4,A
A02,A002,NUL,4,A
A02,A003,NUL,4,A
A02,A004,NUL,4,A
A02,A005,NUL,4,A
A02,A006,NUL,4,A
A02,A007,NUL,4,A
A02,A008,NUL,4,A
A02,A009,NUL,4,A
A02,A010,NUL,4,A
A02,A011,NUL,4,A
A02,A012,NUL,4,A
A02,A013,NUL,4,A
A02,A014,NUL,4,A
A02,A015,NUL,4,A
A02,A016,NUL,4,A
A02,A017,NUL,4,A
A02,A018,NUL,4,A
A02,A019,NUL,4,A
A02,A020,NUL,4,A
A02,A021,NUL,4,A
A02,A022,NUL,4,A
A02,A023,NUL,4,A
A02,A024,NUL,4,A
A02,A025,NUL,4,A
A02,A026,NUL,4,A
A02,A027,NUL,4,A
A02,A028,NUL,4,A
A02,A029,NUL,4,A
A02,A030,NUL,4,A
A02,A031,NUL,4,A
A02,A032,NUL,4,A
A02,A033,NUL,4,A
A02,A034,NUL,4,A
A02,A035,NUL,4,A
A02,A036,NUL,4,A
A02,A037,NUL,4,A
A02,A038,NUL,4,A
A02,A039,NUL,4,A
A02,A040,NUL,4,A
A02,A041,NUL,4,A
A02,A042,NUL,4,A
A02,A043,NUL,4,A
A02,A044,NUL,4,A
A02,A045,NUL,4,A
A02,A046,NUL,4,A
A02,A047,NUL,4,A
A02,A048,NUL,4,A
A02,A049,NUL,4,A
A02,A050,NUL,4,A
A03,A001,NUL,4,A
A03,A002,NUL,4,A
A03,A003,NUL,4,A
A03,A004,NUL,4,A
A03,A005,NUL,4,A
A03,A006,NUL,4,A
A03,A007,NUL,4,A
A03,A008,NUL,4,A
A03,A009,NUL,4,A
A03,A010,NUL,4,A
A03,A011,NUL,4,A
A03,A012,NUL,4,A
A03,A013,NUL,4,A
A03,A014,NUL,4,A
A03,A015,NUL,4,A
A03,A016,NUL,4,A
A03,A017,NUL,4,A
A03,A018,NUL,4,A
A03,A019,NUL,4,A
A03,A020,NUL,4,A
A03,A021,NUL,4,A
A03,A022,NUL,4,A
A03,A023,NUL,4,A
A03,A024,NUL,4,A
A03,A025,NUL,4,A
A03,A026,NUL,4,A
A03,A027,NUL,4,A
A03,A028,NUL,4,A
A03,A029,NUL,4,A
A03,A030,NUL,4,A
A03,A031,NUL,4,A
A03,A032,NUL,4,A
A03,A033,NUL,4,A
A03,A034,NUL,4,A
A03,A035,NUL,4,A
A03,A036,NUL,4,A
A03,A037,NUL,4,A
A03,A038,NUL,4,A
A03,A039,NUL,4,A
A03,A040,NUL,4,A
A03,A041,NUL,4,A
A03,A042,NUL,4,A
A03,A043,NUL,4,A
A03,A044,NUL,4,A
A03,A045,NUL,4,A
A03,A046,NUL,4,A
A03,A047,NUL,4,A
A03,A048,NUL,4,A
A03,A049,NUL,4,A
A03,A050,NUL,4,A
A04,A001,NUL,4,A
A04,A002,NUL,4,A
A04,A003,NUL,4,A
A04,A004,NUL,4,A
A04,A005,NUL,4,A
A04,A006,NUL,4,A
A04,A007,NUL,4,A
A04,A008,NUL,4,A
A04,A009,NUL,4,A
A04,A010,NUL,4,A
A04,A011,NUL,4,A
A04,A012,NUL,4,A
A04,A013,NUL,4,A
A04,A014,NUL,4,A
A04,A015,NUL,4,A
A04,A016,NUL,4,A
A04,A017,NUL,4,A
A04,A018,NUL,4,A
A04,A019,NUL,4,A
A04,A020,NUL,4,A
A04,A021,NUL,4,A
A04,A022,NUL,4,A
A04,A023,NUL,4,A
A04,A024,NUL,4,A
A04,A025,NUL,4,A
A04,A026,NUL,4,A
A04,A027,NUL,4,A
A04,A028,NUL,4,A
A04,A029,NUL,4,A
A04,A030,NUL,4,A
A04,A031,NUL,4,A
